Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,L-3,Attrition_Flag
3,0,8178,91,0.596,0.7252911672401843,0
2,814,7889,98,0.508,0.1520815484239868,0
2,1582,7719,86,0.623,0.14078063752986178,0
3,0,7674,80,0.633,-0.5607815534629422,0
2,2014,7359,85,0.574,0.15502822215971754,0
3,1010,8108,85,0.7,0.11786483838036947,0
3,0,7494,85,0.667,0.24943190493575684,0
2,1444,7553,104,0.529,0.21938823149163805,0
2,2082,7179,93,0.632,0.6992036484680292,0
2,1919,3512,50,0.471,-0.15833662291068556,1
2,2347,8257,96,0.574,0.6648717522242188,0
2,968,7834,86,0.509,-0.6196806434257038,0
2,1265,7791,84,0.615,0.198938127951317,0
3,2517,7906,87,0.611,-0.1926685191544957,0
3,0,7595,83,0.804,-0.6057988507222146,0
3,1467,7409,89,0.679,0.2518516336204665,0
2,2517,7582,69,0.917,-0.6801000584416693,0
2,2296,7910,95,0.557,0.2518516336204665,0
2,2119,7460,85,0.604,-0.07335001417576878,0
6,0,4517,59,0.439,-0.05043421502627648,1
3,1303,8385,97,0.565,0.6992036484680292,0
2,2517,7640,86,0.564,0.11001092490044521,0
3,1192,7921,93,0.55,-0.12270150115919419,0
3,2451,7242,95,0.508,-0.6196806434257038,0
3,1848,7643,85,0.771,0.07321333304746377,0
2,2119,8097,88,0.63,0.7423446795663363,0
2,1744,7709,89,0.561,0.11786483838036947,0
3,1925,8012,87,0.582,0.13127330409660665,0
3,1803,7836,87,0.582,0.19618396549574843,0
3,629,8216,80,0.509,-0.15516490328802263,0
2,1383,7728,93,0.576,-0.21558431830398803,0
3,2017,8453,90,0.731,0.0769142629444301,0
2,0,7477,91,0.655,-0.12512122984390384,0
2,2517,7866,84,0.909,-0.63304883959586,0
3,2167,7344,95,0.696,-0.6357237930555668,0
3,2517,7437,86,0.623,0.1843678655959668,0
2,1182,7957,88,0.544,0.21938823149163805,0
2,1903,7376,97,0.54,-0.6801000584416693,0
3,1904,7939,95,0.61,-0.63304883959586,0
3,1464,7546,88,0.63,-0.1322491041385303,0
2,1200,7960,86,0.458,0.14790851182448828,0
3,1594,7990,89,0.534,0.7252911672401843,0
2,1946,7403,88,0.544,-0.6219049984867773,0
2,1143,8000,96,0.412,-0.11155766005011143,0
2,0,6800,78,0.814,-0.6801000584416693,0
2,2179,7391,75,0.705,0.3080757701235212,0
3,1337,8947,93,0.576,0.24230403064113037,0
2,761,7499,88,0.571,-0.1380017055705573,0
3,2414,8520,89,0.589,0.13760891790719884,0
3,1060,7584,85,0.7,0.19758013529021023,0
2,2130,7399,91,0.717,-0.6219049984867773,0
3,1359,7205,84,0.826,-0.5607815534629422,0
3,0,7766,81,0.62,0.8310322181982195,0
2,2197,7053,69,0.865,-0.11836731143504121,0
3,2109,6832,87,0.706,-0.13542082376119324,0
2,1293,7381,98,0.607,0.7841902572029459,0
3,2517,7042,85,0.635,-0.15833662291068556,0
3,460,4921,51,0.645,0.11786483838036947,1
2,0,7517,76,0.617,-0.1926685191544957,0
3,2096,7042,73,0.553,0.14822864830678484,0
2,1939,4923,56,0.333,-0.6425964425751961,1
2,1273,4777,51,0.457,-0.6032603909267384,1
2,2253,7836,93,0.603,0.7060762979876585,0
3,2077,7509,84,0.647,-0.1926685191544957,0
3,1346,7745,88,0.517,-0.03338070270012446,0
3,1334,7332,92,0.614,0.32411891975338425,0
2,1324,8854,92,0.643,0.13180839580781947,0
3,2142,8328,78,0.733,-0.15516490328802263,0
2,1183,8423,82,0.708,-0.1322491041385303,0
2,1738,8284,77,0.604,-0.7030158575911616,0
2,1239,7613,90,0.579,0.09295741257429319,0
3,1432,7796,77,0.791,-0.14829225376839336,0
3,2517,2691,42,0.5,-0.6032603909267384,1
3,713,7750,82,0.608,0.6622908704148548,0
2,1766,8195,94,0.679,-0.15774578509738668,0
3,1625,7649,101,0.603,-0.06470181482793841,0
2,1082,7845,92,0.533,0.13387408861152697,0
2,1302,7192,82,0.708,0.15896881647567265,0
2,1426,7582,95,0.696,0.08586161130864207,0
2,2113,7059,82,0.577,-0.05043421502627648,0
3,2138,7768,83,0.729,-0.53786575431345,0
2,1360,7679,64,0.684,-0.6196806434257038,0
2,1405,7265,80,0.905,0.32411891975338425,0
2,789,8186,93,0.722,-0.11519559181237828,0
3,1250,7782,88,0.66,-0.03338070270012446,0
3,1694,8032,88,0.66,0.3309915692730135,0
2,1186,7377,82,0.608,0.15896881647567265,0
3,1289,7422,87,0.673,-0.6425964425751961,0
3,1402,7468,92,0.614,-0.1322491041385303,0
3,1677,8162,89,0.589,0.11786483838036947,0
3,1913,7535,92,0.673,-0.12854817424156398,0
3,1264,7827,77,0.54,0.6992036484680292,0
1,1255,8126,95,0.667,-0.7030158575911616,0
2,1143,7300,77,0.638,0.3066796003290593,0
2,2019,7841,82,0.608,0.3916662090639761,0
1,1649,7802,88,0.492,-0.15516490328802263,0
2,0,4724,60,0.395,0.17794402130920986,1
1,1739,7694,85,0.7,-0.5607815534629422,0
2,2098,6932,87,0.526,-0.6483490440072229,0
1,1509,8020,74,0.721,0.09612913219695608,0
1,1623,7772,76,0.652,-0.581935687011133,0
1,0,7555,96,0.574,0.7896667369281134,0
1,1106,7936,76,0.767,-0.615032348967148,0
1,1585,7906,80,0.633,0.6648717522242188,0
2,1020,8796,94,0.593,0.17794402130920986,0
2,1699,7962,89,0.561,-0.07335001417576878,0
1,2278,7685,85,0.518,0.07321333304746377,0
1,1412,7470,82,0.783,-0.14561730030868653,0
2,2035,7075,89,0.648,0.2136232849200733,0
1,2389,7664,74,0.721,0.6992036484680292,0
2,1635,7219,86,0.564,-0.12760080967997448,0
2,0,8424,84,0.787,-0.1926685191544957,0
5,0,4739,55,0.486,0.15896881647567265,1
1,2517,7370,96,0.627,0.6648717522242188,0
1,2077,7321,73,0.659,-0.6057988507222146,0
1,1298,7641,93,0.632,-0.15833662291068556,0
2,2517,7689,84,0.68,-0.6425964425751961,0
1,2019,7774,95,0.583,-0.5357131016161465,0
1,1584,7566,88,0.6,-0.16874235730871442,0
2,1705,6993,97,0.54,-0.11519559181237828,0
2,2065,7345,73,0.738,0.6992036484680292,0
1,1710,7682,90,0.579,-0.6425964425751961,0
1,1673,7409,89,0.534,0.09295741257429319,0
2,1121,7153,84,0.647,0.14078063752986178,0
2,1356,7737,84,0.75,-0.4634458154832287,0
1,1995,7535,87,0.673,0.017113074284315383,0
2,2379,8426,105,0.544,-0.5607815534629422,0
2,1701,8070,81,0.688,-0.13542082376119324,0
1,988,7199,83,0.729,-0.15516490328802263,0
2,810,7917,95,0.667,-0.6483490440072229,0
1,2314,8778,85,0.604,0.03570971718099067,0
1,2517,4847,49,0.815,0.12863667618515656,1
4,986,4724,56,0.806,-0.15516490328802263,1
2,1858,7222,93,0.5,0.7230668121791108,0
2,1435,7642,89,0.648,0.22893583447097415,0
1,1542,7443,98,0.556,0.1253128491572925,0
2,855,7190,93,0.525,0.17425440235497916,0
2,1845,7302,80,0.702,-0.07335001417576878,0
1,1501,8505,86,0.536,0.15466243023335086,0
6,1101,7307,82,0.745,0.7252911672401843,0
4,1871,7849,88,0.63,0.24917668016075964,0
3,1337,7919,85,0.635,-0.531441910026693,0
2,0,8094,96,0.6,-0.1926685191544957,0
2,1559,8575,92,0.736,-0.53786575431345,0
1,1917,7892,83,0.729,0.6992036484680292,0
1,2517,4996,55,0.486,0.11786483838036947,1
1,1272,7730,97,0.54,0.19499753363536187,0
2,0,7686,89,0.618,0.2460049605380967,0
5,1606,4506,59,0.639,0.11469311875770653,1
2,958,7570,98,0.633,0.6419559530747265,0
1,1771,7479,83,0.694,0.1488619081339715,0
2,1130,7729,97,0.644,-0.11155766005011143,0
1,0,4983,62,0.442,0.10567673517629221,1
4,0,4830,50,0.724,-0.6219049984867773,1
2,0,7588,98,0.581,0.7252911672401843,0
2,0,4801,47,0.382,0.05276322950714269,1
1,1118,7734,74,0.609,-0.12854817424156398,0
2,1448,8160,92,0.586,-0.11155766005011143,0
1,2517,8362,82,0.64,-0.13542082376119324,0
1,1222,7223,90,0.552,0.8241595686785902,0
1,1970,8254,75,0.596,-0.5607815534629422,0
1,0,7612,82,0.783,-0.18579586963486644,0
2,2517,8352,71,0.821,0.24917668016075964,0
2,687,4822,57,0.295,-0.21816520011335208,1
2,1514,7333,72,1.0,0.14074673813115623,0
1,0,4754,60,0.463,-0.07335001417576878,1
2,915,7341,79,0.491,0.7221194476175214,0
4,0,4859,64,0.524,0.07004161342480088,1
1,2076,7710,75,0.875,-0.6425964425751961,0
2,1124,8049,76,0.434,0.6419559530747265,0
2,1640,7890,75,0.875,-0.6196806434257038,0
1,708,7735,74,0.682,0.21938823149163805,0
1,1802,7936,101,0.485,0.22004712920683017,0
6,2108,4633,58,0.611,0.2225955266421156,1
2,2474,8213,86,0.623,0.15032824050919788,0
2,1281,7930,90,0.607,0.07321333304746377,0
2,0,4734,57,0.541,-0.598989199337285,1
2,1351,7590,74,0.682,0.7221194476175214,0
1,1873,7703,104,0.677,-0.635629721405224,0
2,2265,8211,80,0.818,0.8241595686785902,0
6,0,4805,59,0.639,-0.6425964425751961,1
2,1631,7653,95,0.638,-0.14561730030868653,0
2,2452,7111,82,0.608,-0.11155766005011143,0
1,0,7919,88,0.6,0.09612913219695608,0
1,1811,5043,53,0.432,-0.6425964425751961,1
2,686,8452,83,0.509,-0.11582885163956497,0
2,1816,7985,93,0.603,-0.10564798883304216,0
2,1544,7872,80,0.538,-0.1322491041385303,0
1,2130,7950,86,0.593,-0.15516490328802263,0
1,810,7604,87,0.642,0.7348387702195204,0
2,1934,8644,87,0.554,0.0827609360267999,0
2,1974,7932,87,0.642,0.24230403064113037,0
1,0,7926,83,0.537,0.7221194476175214,0
1,1974,4638,48,0.655,0.19967972749262328,1
1,2517,8526,93,0.661,-0.14829225376839336,0
1,2058,7289,75,0.705,-0.07335001417576878,0
2,2135,7885,86,0.564,0.19241665182599782,0
2,942,7665,86,0.593,-0.1380017055705573,0
1,1146,8055,82,0.673,0.1619008716793468,0
1,693,7342,86,0.483,-0.11519559181237828,0
2,1580,7825,87,0.45,0.7391729599436735,0
2,1342,7283,89,0.648,0.09132389532651858,0
1,1618,7570,88,0.544,-0.47031846500285795,0
2,0,8027,94,0.679,0.7348387702195204,0
2,1287,7724,79,0.58,0.7348387702195204,0
2,0,7855,81,0.528,0.07004161342480088,0
2,1322,8396,106,0.738,-0.6196806434257038,0
1,2128,7850,94,0.516,-0.14561730030868653,0
2,2330,7635,75,0.667,0.09295741257429319,0
2,2517,8186,85,0.635,-0.12854817424156398,0
2,0,5147,53,0.559,0.057445423364404107,1
1,1257,7136,82,0.608,-0.15516490328802263,0
1,2220,7041,95,0.532,0.7423446795663363,0
1,2517,4935,58,0.487,-0.6219049984867773,1
1,1085,7697,98,0.508,-0.6196806434257038,0
2,1980,8113,90,0.5,-0.055154211848602315,0
4,274,4885,54,0.35,0.3193989229310583,1
2,0,7587,80,0.569,0.24230403064113037,0
2,1731,7564,76,0.81,-0.09877533931341294,0
1,1588,7512,81,0.688,0.7528552608482324,0
2,1992,8302,81,0.841,0.14628102632460743,0
1,1085,4805,54,0.588,0.03312883537162661,1
1,1718,8028,77,0.54,0.32411891975338425,0
2,985,7333,91,0.596,-0.15833662291068556,0
1,829,7685,91,0.596,0.7841902572029459,0
1,1630,7702,81,0.688,-0.10832294229274905,0
2,1873,7586,94,0.567,0.3080757701235212,0
1,1411,8444,81,0.688,0.07004161342480088,0
2,1954,7594,69,0.725,0.22308916138860438,0
1,0,4864,48,0.548,0.24695232509968626,1
1,1802,7974,90,0.731,-0.12537645461890104,0
2,1481,8417,95,0.462,0.17794402130920986,0
1,1970,7180,96,0.548,0.03570971718099067,0
2,2517,7998,82,0.608,-0.13542082376119324,0
1,0,7899,79,0.646,-0.6057988507222146,0
2,2507,7787,89,0.508,-0.11519559181237828,0
1,1898,8427,87,0.776,-0.07335001417576878,0
1,0,7739,97,0.59,0.19967972749262328,0
1,1461,7855,82,0.414,-0.6630465461155173,0
1,1395,7603,81,0.588,-0.6457681621978589,0
1,2151,7123,94,0.492,-0.1322491041385303,0
1,837,8281,80,0.739,0.10567673517629221,0
2,1054,7963,85,0.574,0.07321333304746377,0
1,1950,9331,93,0.5,-0.11519559181237828,0
2,1991,7520,79,0.681,0.16834473113790988,0
1,2507,7905,86,0.755,-0.6196806434257038,0
2,628,7358,87,0.642,0.03570971718099067,0
1,1502,7510,89,0.648,-0.1322491041385303,0
2,2345,7729,86,0.654,0.07321333304746377,0
1,0,7714,91,0.596,-0.6425964425751961,0
2,1633,8235,102,0.522,0.8071060563524382,0
1,2399,7023,86,0.654,-0.6425964425751961,0
2,2192,7685,92,0.533,-0.18579586963486644,0
2,0,4863,56,0.474,-0.598989199337285,1
1,1022,7847,65,0.857,-0.6196806434257038,0
6,989,4810,55,0.341,0.1444815674268281,1
2,2018,7561,91,0.685,-0.21558431830398803,0
2,1837,8001,99,0.707,0.240079675580057,0
1,1175,8313,107,0.672,0.017113074284315383,0
2,593,4758,65,0.512,0.22428478999197626,1
5,0,4684,56,0.556,0.07321333304746377,1
2,2191,7886,94,0.679,-0.6228523630483667,0
2,1022,8202,88,0.913,0.7230668121791108,0
1,1590,7946,85,0.667,-0.6457681621978589,0
1,1429,7850,85,0.635,0.7459826113286031,0
2,2517,8087,86,0.509,0.1524998398962383,0
1,1534,7009,82,0.708,0.6419559530747265,0
2,1377,8104,83,0.627,0.7459826113286031,0
2,1464,7690,87,0.673,0.2604145929201852,0
2,1829,7149,86,0.623,-0.4634458154832287,0
2,2517,6984,85,0.545,0.24230403064113037,0
2,0,7400,86,0.686,-0.6425964425751961,0
1,0,7495,97,0.54,0.24230403064113037,0
2,1434,8202,89,0.679,0.17794402130920986,0
2,1421,8063,72,0.714,-0.1322491041385303,0
2,1509,7167,91,0.625,-0.1182485803242746,0
5,2415,4619,59,0.372,-0.6219049984867773,1
2,0,4738,53,0.395,0.21621651186897511,1
5,304,4691,63,0.465,0.023985723803944623,1
1,2016,7685,84,0.527,-0.13482998594789436,0
1,0,8356,79,0.681,-0.13447345919960374,0
1,1998,7803,81,0.688,-0.6457681621978589,0
1,1844,8571,84,0.647,0.13180839580781947,0
1,1064,8095,81,0.62,0.17930373381580092,0
4,0,4890,49,0.485,0.11469311875770653,1
1,1079,7206,86,0.536,-0.14561730030868653,0
1,2446,7119,86,0.564,-0.13447345919960374,0
1,1634,7788,94,0.469,-0.601570081146649,0
1,1742,7360,82,0.745,0.7230668121791108,0
2,1235,8065,88,0.76,0.09612913219695608,0
1,1655,8029,81,0.723,-0.6057988507222146,0
2,1134,7525,100,0.449,-0.15516490328802263,0
2,1058,7412,84,0.585,0.7459826113286031,0
2,1488,7281,95,0.532,-0.13278419584974308,0
1,2517,7592,96,0.524,0.2518516336204665,0
2,1942,7971,84,0.787,-0.15833662291068556,0
2,0,7781,72,0.895,0.03570971718099067,0
1,1684,8066,79,0.549,0.702375368090692,0
1,2410,7437,94,0.709,0.15502822215971754,0
2,2517,4907,53,0.559,-0.14561730030868653,1
2,2065,7395,100,0.562,0.7227102854308203,0
2,0,4800,53,0.395,-0.13447345919960374,1
1,1440,7168,88,0.571,-0.11155766005011143,0
1,933,8987,89,0.561,0.22049593443970256,0
2,1466,7223,87,0.611,0.09295741257429319,0
1,1573,8332,102,0.569,0.13760891790719884,0
1,1051,7677,87,0.554,0.21938823149163805,0
2,1279,4615,49,0.581,0.10077742665551187,1
1,1793,8147,81,0.588,-0.13542082376119324,0
2,2517,7667,84,0.527,0.7324190415348107,0
2,1291,8618,98,0.815,-0.6457681621978589,0
2,961,7916,82,0.708,-0.15833662291068556,0
1,2416,7481,96,0.548,0.6992036484680292,0
1,1575,7605,101,0.603,-0.63304883959586,0
2,2517,8780,86,0.654,-0.20871166878435876,0
2,913,7711,80,0.86,-0.21816520011335208,0
2,0,7385,90,0.429,0.240079675580057,0
2,928,7796,97,0.59,-0.13542082376119324,0
2,0,7962,99,0.435,-0.12760080967997448,0
1,1957,7823,93,0.722,-0.07335001417576878,0
2,1347,7558,85,0.491,-0.63304883959586,0
2,1769,8056,95,0.583,0.7221194476175214,0
1,1701,7707,99,0.5,0.22308916138860438,0
1,1686,7544,101,0.629,-0.15516490328802263,0
4,0,4803,65,0.548,0.01279391803149835,1
2,1652,8450,90,0.579,-0.1182485803242746,0
2,1748,8042,85,0.545,0.15502822215971754,0
1,1040,7631,91,0.596,-0.11519559181237828,0
1,2276,7485,90,0.552,0.054864541555040044,0
1,1333,7736,84,0.68,0.7348387702195204,0
2,1864,8753,97,0.702,0.18481667082883912,0
2,1974,7432,90,0.607,0.7230668121791108,0
2,1462,4782,50,0.351,0.19499753363536187,1
1,1693,7508,93,0.576,-0.1926685191544957,0
1,769,7969,93,0.661,-0.6057988507222146,0
1,2109,8642,85,0.7,-0.6125527691310774,0
5,2517,4939,63,0.465,-0.531441910026693,1
2,1425,8904,101,0.656,0.301203120603892,0
2,1501,9137,92,0.586,0.19967972749262328,0
2,1324,7739,106,0.472,0.21621651186897511,0
2,0,7678,93,0.691,-0.1322491041385303,0
2,0,8316,92,0.704,0.24230403064113037,0
1,1101,7404,103,0.515,0.01279391803149835,0
1,2517,7801,74,0.644,-0.53786575431345,0
2,1839,7632,95,0.532,0.7252911672401843,0
2,1066,8657,98,0.75,-0.13874465078905726,0
2,2031,7925,90,0.5,-0.53786575431345,0
1,1369,7745,82,0.64,-0.13542082376119324,0
2,2250,4659,48,0.6,0.08036122251389642,1
1,803,8426,102,0.478,-0.1322491041385303,0
1,1511,7680,89,0.508,0.1636764215075479,0
1,2517,8080,92,0.704,-0.12512122984390384,0
2,1458,8215,109,0.535,-0.15516490328802263,0
2,1634,8300,94,0.469,0.10889259665832716,0
2,2512,8296,91,0.685,-0.06470181482793841,0
1,0,4909,50,0.316,-0.14829225376839336,1
2,2184,8814,88,0.725,0.17794402130920986,0
2,0,4929,54,0.459,0.15466243023335086,1
1,1649,7552,87,0.611,0.26299547472954926,0
1,1989,7570,91,0.655,0.6419559530747265,0
1,2097,8440,102,0.7,-0.14561730030868653,0
2,0,7345,93,0.55,0.13387408861152697,0
2,925,7755,84,0.68,-0.12854817424156398,0
4,0,4520,63,0.37,0.3066796003290593,1
2,2264,12535,118,0.815,-0.6196806434257038,0
1,1407,8061,98,0.531,0.7119229710700281,0
1,1223,8256,99,0.623,0.24943190493575684,0
2,1874,7498,90,0.5,-0.53786575431345,0
2,0,8198,90,0.915,0.07321333304746377,0
2,2008,8872,86,0.593,0.0769142629444301,0
1,2088,6453,89,0.589,0.1385562824687883,0
1,696,8689,93,0.898,-0.15833662291068556,0
1,0,7396,100,0.562,-0.19524940096385976,0
2,1595,8871,97,0.764,0.6992036484680292,0
1,1540,8231,98,0.556,-0.598989199337285,0
1,1378,8199,98,0.75,0.8310322181982195,0
2,1813,8436,77,0.878,0.07004161342480088,0
1,2317,7776,98,0.782,0.3411724320795363,0
1,1822,8272,79,0.837,0.198938127951317,0
2,1692,7768,92,0.878,-0.1322491041385303,0
2,1155,7688,93,0.409,-0.06470181482793841,0
1,2129,7930,91,0.542,-0.13542082376119324,0
1,1484,7432,92,0.559,0.6419559530747265,0
2,2517,7640,87,0.582,-0.16091750472004962,0
2,1984,8241,105,0.75,-0.15833662291068556,0
1,1228,7854,89,0.648,0.21621651186897511,0
2,1817,5070,50,0.389,0.25935754296728236,1
2,1357,8503,88,0.571,-0.1926685191544957,0
4,1381,4729,54,0.742,-0.12537645461890104,1
2,1132,9389,106,0.797,0.7460456094633028,0
2,1519,8591,99,0.707,-0.6801000584416693,0
2,1168,7722,94,0.469,-0.6457681621978589,0
1,768,7527,88,0.66,0.07321333304746377,0
2,0,7821,97,0.672,-0.5930795281202157,0
1,0,7234,83,0.694,-0.1926685191544957,0
2,159,4983,40,0.379,-0.15833662291068556,1
2,0,7794,94,0.843,-0.13447345919960374,0
1,1853,7739,101,0.906,0.09612913219695608,0
2,1684,8608,100,0.515,0.8746533456630301,0
1,1149,8387,102,0.759,-0.15516490328802263,0
1,1161,8212,100,0.695,-0.10468501053048221,0
1,1250,6950,84,0.585,0.03570971718099067,0
1,1779,8268,73,0.698,0.09612913219695608,0
1,1702,8652,98,0.849,-0.10468501053048221,0
1,0,5460,63,0.853,-0.6101330404463677,1
1,630,7890,91,0.685,0.0706324512380997,0
2,0,4955,56,0.806,-0.6196806434257038,1
1,2085,7288,88,0.6,0.702375368090692,0
1,0,7745,83,0.729,-0.1514639733910563,0
2,1259,8677,96,0.627,0.25935754296728236,0
2,0,5242,74,0.574,0.301203120603892,1
2,887,7480,84,0.787,-0.11519559181237828,0
2,1208,7716,83,0.804,0.7459826113286031,0
1,0,4883,42,0.5,-0.6228523630483667,1
2,1997,7766,82,0.745,-0.03338070270012446,0
1,1180,8686,91,0.625,0.2225955266421156,0
2,1388,7209,91,0.596,-0.15833662291068556,0
2,1096,7747,104,0.651,0.6419559530747265,0
2,1741,8669,99,0.768,-0.07335001417576878,0
1,1151,8420,100,0.852,-0.13542082376119324,0
1,1382,8604,108,0.714,0.1524998398962383,0
1,1332,8752,95,0.863,0.8071060563524382,0
2,2477,5294,73,0.698,-0.7030158575911616,1
4,0,5425,60,0.875,0.11682057628537496,1
2,0,8637,94,0.808,-0.12537645461890104,0
2,1612,8851,88,0.833,0.7391729599436735,0
2,0,7872,103,0.635,-0.5633624352723062,0
1,1643,8514,109,0.73,0.2136232849200733,0
2,1724,8218,88,0.913,0.8071060563524382,0
1,1601,7491,86,0.72,-0.656173896595888,0
2,1973,7345,98,0.463,0.216807349682274,0
2,1855,8087,95,0.792,0.702375368090692,0
1,2517,7973,88,0.692,-0.1926685191544957,0
1,1506,9042,122,0.605,-0.13542082376119324,0
2,1657,8444,100,0.449,-0.05043421502627648,0
2,2045,8609,109,0.758,-0.11155766005011143,0
1,2073,9277,92,0.769,0.3916662090639761,0
1,1497,8963,105,0.694,0.7221194476175214,0
1,1340,8037,100,0.852,-0.13447345919960374,0
2,1329,7037,82,0.745,0.7841902572029459,0
1,1411,8007,96,0.778,0.12700315893738193,0
2,1995,8220,103,0.635,-0.1322491041385303,0
2,1133,7986,88,0.6,0.7252911672401843,0
2,0,5547,75,0.744,0.1520815484239868,1
2,1825,8879,101,0.578,-0.598989199337285,0
1,1163,9081,100,0.852,0.702375368090692,0
2,1440,9185,100,0.695,0.07004161342480088,0
2,1607,7523,90,0.636,0.09295741257429319,0
1,2059,8305,103,0.746,-0.18579586963486644,0
2,890,8226,97,0.644,-0.07335001417576878,0
1,1093,8327,85,0.545,-0.6228523630483667,0
1,1494,7885,85,0.635,-0.7055967394005256,0
1,1429,8914,99,0.768,-0.13542082376119324,0
1,2118,7996,99,0.597,-0.5553050737377747,0
1,1448,8751,94,0.808,0.08036122251389642,0
2,2365,8110,113,0.766,-0.6801000584416693,0
1,1459,7960,112,0.697,0.6992036484680292,0
6,2517,4909,52,0.625,0.08036122251389642,1
2,0,8695,95,0.583,-0.1926685191544957,0
2,0,3315,47,0.382,0.09295741257429319,1
2,1030,8980,93,0.755,0.05276322950714269,0
2,1533,8150,106,0.631,0.3309915692730135,0
1,1728,8554,99,0.678,0.0827609360267999,0
2,1613,8328,94,0.843,-0.14829225376839336,0
2,0,3901,54,0.421,-0.14392803695882586,1
2,2175,9059,100,0.562,0.042582366700619906,0
2,1239,8920,105,0.694,-0.07335001417576878,0
1,1559,8888,104,0.763,0.037398980530851327,0
1,2047,8804,111,0.682,-0.6801000584416693,0
1,0,9179,113,0.766,0.06746073161543681,0
5,0,5272,62,0.59,0.057445423364404107,1
1,0,8736,97,0.702,0.7289920971371507,0
2,0,9105,104,0.763,0.8815259951826594,0
1,604,8329,101,0.656,0.6419559530747265,0
1,1494,8438,92,0.84,0.07490259639732443,0
1,1870,8285,106,0.738,-0.14829225376839336,0
1,743,8553,88,0.872,-0.7030158575911616,0
2,0,8379,106,0.606,0.7910629067225752,0
2,0,9406,106,0.767,0.301203120603892,0
5,1696,8646,97,0.902,0.15244734035035348,0
5,1174,8097,105,0.842,0.8815259951826594,0
4,0,5372,75,0.596,-0.15516490328802263,1
2,1568,8443,97,0.865,-0.5309931047938207,0
2,949,5366,68,0.659,-0.598989199337285,1
2,1563,8777,112,0.778,0.15502822215971754,0
2,1349,8582,106,0.767,0.18875726514479424,0
2,2273,8502,103,0.717,-0.1514639733910563,0
1,866,8998,102,0.672,0.17054907102717717,0
2,2210,7867,100,0.695,0.23913231101846744,0
2,1061,8634,95,0.9,-0.7030158575911616,0
1,2517,8888,103,0.717,0.7221194476175214,0
2,1396,8785,111,0.609,-0.05043421502627648,0
2,2443,8765,105,0.721,-0.12760080967997448,0
5,0,5537,63,0.853,-0.6026271310995518,1
1,0,8217,99,0.65,0.1030017817165853,0
5,787,4866,56,0.647,-0.07335001417576878,1
2,0,5524,67,0.718,-0.6457681621978589,1
2,925,5481,58,0.758,0.11001092490044521,1
2,531,5418,65,0.711,-0.14392803695882586,1
2,1873,13794,127,0.789,0.7997111060704055,0
2,1649,8074,84,0.647,-0.06787353445060135,0
2,1829,7971,97,0.83,-0.21558431830398803,0
2,0,14771,127,0.628,0.10567673517629221,0
2,1051,8938,114,0.676,0.23749879377069294,0
1,846,8271,94,0.88,0.6992036484680292,0
1,2517,8596,102,0.672,0.10077742665551187,0
2,1813,7699,101,0.629,-0.47031846500285795,0
2,2176,8438,100,0.887,-0.6057988507222146,0
4,2517,5290,69,0.816,0.15502822215971754,1
2,1308,8773,105,0.78,-0.19097925580463504,0
2,2151,8838,97,0.732,-0.1926685191544957,0
2,2156,8766,78,0.814,-0.581935687011133,0
2,1627,8360,94,0.843,0.7187956205896574,0
1,2219,8255,86,0.911,-0.06647736465613956,0
1,1869,9497,106,0.71,-0.07335001417576878,0
2,1584,8852,95,0.759,0.11318264452310811,0
4,0,5468,71,0.775,0.17794402130920986,1
6,0,5529,78,0.66,-0.53786575431345,1
1,1823,8135,97,0.702,-0.53786575431345,0
1,1117,9523,105,0.694,-0.06470181482793841,0
1,831,9065,85,0.735,-0.15516490328802263,0
2,1146,14373,97,0.764,-0.05043421502627648,0
2,1334,8927,103,0.635,-0.11836731143504121,0
2,0,8416,93,0.632,0.7136122344198889,0
1,1742,13173,96,0.846,-0.6801000584416693,0
1,0,5470,72,0.674,-0.15516490328802263,1
1,2517,8210,100,0.754,0.11786483838036947,0
2,1718,13363,99,0.623,0.09612913219695608,0
1,1093,9339,99,0.737,-0.5607815534629422,0
2,1549,8033,94,0.649,0.8023860595301123,0
2,2210,12956,97,0.796,-0.14561730030868653,0
2,710,2562,38,0.462,0.01279391803149835,1
1,1413,3922,51,0.645,0.07004161342480088,1
2,1794,3423,48,0.92,0.7252911672401843,1
2,2216,15139,90,0.837,-0.13542082376119324,0
2,2517,8295,113,0.687,0.01279391803149835,0
1,865,14132,103,0.746,-0.04356156550664724,0
1,1542,13015,104,0.857,0.0827609360267999,0
4,0,4399,54,0.862,-0.5607815534629422,1
1,1285,15511,101,0.629,-0.15516490328802263,0
1,0,7786,81,0.929,0.18188461562516497,1
1,1637,14833,114,0.583,-0.1756150068283437,0
1,1965,13630,124,0.699,-0.7030158575911616,0
2,2517,14213,100,0.786,0.01279391803149835,0
2,1722,14276,96,0.778,0.1030017817165853,0
4,1763,3967,42,0.4,0.21938823149163805,1
2,0,14264,118,0.873,-0.1322491041385303,0
2,1805,15423,110,0.692,-0.5309931047938207,0
6,2517,4804,57,0.462,-0.12537645461890104,1
2,1253,13400,104,0.733,0.017113074284315383,0
1,1978,14965,127,0.716,-0.6425964425751961,0
1,975,12871,104,0.552,-0.06787353445060135,0
5,2517,8646,85,0.977,-0.13447345919960374,1
